Variables,Values
Problem faced farmers,62
Problem faced farmers,63
Problem faced farmers,62
Problem faced farmers,58
Problem faced farmers,54
Problem faced farmers,57
Problem faced farmers,58
Problem faced farmers,63
Problem faced farmers,59
Problem faced farmers,56
Problem faced farmers,54
Problem faced farmers,61
Problem faced farmers,64
Problem faced farmers,62
Problem faced farmers,64
Problem faced farmers,56
Problem faced farmers,65
Problem faced farmers,63
Problem faced farmers,64
Problem faced farmers,60
Problem faced farmers,56
Problem faced farmers,64
Problem faced farmers,40
Problem faced farmers,50
Problem faced farmers,50
Problem faced farmers,53
Problem faced farmers,70
Problem faced farmers,68
Problem faced farmers,65
Problem faced farmers,53
Problem faced farmers,58
Problem faced farmers,55
Problem faced farmers,61
Problem faced farmers,62
Problem faced farmers,62
Problem faced farmers,67
Problem faced farmers,63
Problem faced farmers,49
Problem faced farmers,57
Problem faced farmers,53
Problem faced farmers,55
Problem faced farmers,41
Problem faced farmers,60
Problem faced farmers,57
Problem faced farmers,64
Problem faced farmers,42
Problem faced farmers,56
Problem faced farmers,57
Problem faced farmers,60
Problem faced farmers,61
Problem faced farmers,46
Problem faced farmers,31
Problem faced farmers,83
Problem faced farmers,77
Problem faced farmers,83
Problem faced farmers,76
Problem faced farmers,71
Problem faced farmers,87
Problem faced farmers,85
Problem faced farmers,72
Problem faced farmers,81
Problem faced farmers,80
Problem faced farmers,76
Problem faced farmers,67
Problem faced farmers,73
Problem faced farmers,75
Problem faced farmers,87
Problem faced farmers,70
Problem faced farmers,75
Problem faced farmers,83
Problem faced farmers,60
Problem faced farmers,89
Problem faced farmers,70
Problem faced farmers,86
Problem faced farmers,82
Problem faced farmers,78
Problem faced farmers,73
Problem faced farmers,67
Problem faced farmers,81
Problem faced farmers,83
Problem faced farmers,83
Problem faced farmers,49
Problem faced farmers,38
Problem faced farmers,62
Problem faced farmers,63
Problem faced farmers,22
Problem faced farmers,17
Problem faced farmers,27
Problem faced farmers,14
Problem faced farmers,16
Problem faced farmers,18
Problem faced farmers,20
Problem faced farmers,24
Problem faced farmers,19
Problem faced farmers,20
Problem faced farmers,26
Problem faced farmers,18
Problem faced farmers,9
Problem faced farmers,22
Problem faced farmers,20
Problem faced farmers,24
Problem faced farmers,22
Problem faced farmers,16
Problem faced farmers,28
Problem faced farmers,19
Problem faced farmers,23
Problem faced farmers,22
Problem faced farmers,14
Problem faced farmers,17
Problem faced farmers,19
Problem faced farmers,24
Problem faced farmers,18
Problem faced farmers,17
Problem faced farmers,28
Problem faced farmers,22
Problem faced farmers,73
Problem faced farmers,73
Problem faced farmers,64
Problem faced farmers,58
Problem faced farmers,42
Problem faced farmers,81
Problem faced farmers,50
Problem faced farmers,89
Problem faced farmers,75
Problem faced farmers,80
Problem faced farmers,79
Problem faced farmers,83
Problem faced farmers,86
Problem faced farmers,84
Problem faced farmers,68
Problem faced farmers,75
Problem faced farmers,84
Problem faced farmers,82
Problem faced farmers,75
Problem faced farmers,82
Problem faced farmers,82
Problem faced farmers,83
Problem faced farmers,87
Problem faced farmers,85
Problem faced farmers,85
Problem faced farmers,89
Problem faced farmers,81
Problem faced farmers,45
Problem faced farmers,72
Problem faced farmers,76
Problem faced farmers,53
Problem faced farmers,85
Problem faced farmers,71
Problem faced farmers,79
Problem faced farmers,71
Problem faced farmers,73
Problem faced farmers,77
Problem faced farmers,68
Problem faced farmers,70
Problem faced farmers,69
Problem faced farmers,72
Problem faced farmers,55
Problem faced farmers,51
Problem faced farmers,54
Problem faced farmers,60
Problem faced farmers,63
Problem faced farmers,61
Problem faced farmers,64
Problem faced farmers,58
Problem faced farmers,71
Problem faced farmers,58
Problem faced farmers,71
Problem faced farmers,54
Problem faced farmers,53
Problem faced farmers,70
Problem faced farmers,59
Problem faced farmers,63
Problem faced farmers,55
Problem faced farmers,61
Problem faced farmers,60
Problem faced farmers,65
Problem faced farmers,65
Problem faced farmers,62
Problem faced farmers,59
Problem faced farmers,59
Problem faced farmers,58
Problem faced farmers,35
Problem faced farmers,58
Problem faced farmers,56
Problem faced farmers,56
Problem faced farmers,56
Problem faced farmers,57
Problem faced farmers,53
Problem faced farmers,57
Problem faced farmers,55
Problem faced farmers,37
Problem faced farmers,55
Problem faced farmers,56
Problem faced farmers,40
Problem faced farmers,47
Problem faced farmers,47
Problem faced farmers,58
Problem faced farmers,59
Problem faced farmers,47
Problem faced farmers,63
Adaptation gap,21.65540541
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0.111856823
Adaptation gap,13.04347826
Adaptation gap,0
Adaptation gap,25
Adaptation gap,0.15503876
Adaptation gap,0
Adaptation gap,31.32183908
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,25
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,50
Adaptation gap,0
Adaptation gap,33.33333333
Adaptation gap,33.33333333
Adaptation gap,0
Adaptation gap,50
Adaptation gap,13.04347826
Adaptation gap,52.17391304
Adaptation gap,25
Adaptation gap,33.33333333
Adaptation gap,2.272727273
Adaptation gap,14.28571429
Adaptation gap,50
Adaptation gap,33.33333333
Adaptation gap,54.84848485
Adaptation gap,33.33333333
Adaptation gap,33.33333333
Adaptation gap,54.34782609
Adaptation gap,13.04347826
Adaptation gap,66.66666667
Adaptation gap,59.75609756
Adaptation gap,50
Adaptation gap,33.33333333
Adaptation gap,51.82481752
Adaptation gap,33.33333333
Adaptation gap,36.23188406
Adaptation gap,53.53535354
Adaptation gap,24.24242424
Adaptation gap,24.24242424
Adaptation gap,14.28571429
Adaptation gap,6.05664488
Adaptation gap,11.11111111
Adaptation gap,28.125
Adaptation gap,50
Adaptation gap,14.28571429
Adaptation gap,58.33333333
Adaptation gap,14.28571429
Adaptation gap,39.70189702
Adaptation gap,39.25925926
Adaptation gap,16.66666667
Adaptation gap,6.666666667
Adaptation gap,14.28571429
Adaptation gap,78.22222222
Adaptation gap,14.28571429
Adaptation gap,53.7037037
Adaptation gap,26
Adaptation gap,16.66666667
Adaptation gap,2.380952381
Adaptation gap,53.125
Adaptation gap,13.19444444
Adaptation gap,4.347826087
Adaptation gap,19.36026936
Adaptation gap,15.27777778
Adaptation gap,81.81818182
Adaptation gap,0
Adaptation gap,14.28571429
Adaptation gap,20
Adaptation gap,50
Adaptation gap,16
Adaptation gap,0
Adaptation gap,55.55555556
Adaptation gap,16.66666667
Adaptation gap,56.52173913
Adaptation gap,67.27272727
Adaptation gap,15.38461538
Adaptation gap,27.77777778
Adaptation gap,19.51219512
Adaptation gap,2.564102564
Adaptation gap,25.34872535
Adaptation gap,10
Adaptation gap,50
Adaptation gap,0
Adaptation gap,50.87412587
Adaptation gap,26.70454545
Adaptation gap,23.7037037
Adaptation gap,26.66666667
Adaptation gap,92.80455154
Adaptation gap,0
Adaptation gap,51.11111111
Adaptation gap,0
Adaptation gap,54.16666667
Adaptation gap,44.5998446
Adaptation gap,28.0952381
Adaptation gap,31.14035088
Adaptation gap,43.07692308
Adaptation gap,44.64153732
Adaptation gap,26.98412698
Adaptation gap,20.48192771
Adaptation gap,59.26916221
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,3.703703704
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,50
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,44.44444444
Adaptation gap,0
Adaptation gap,24.30555556
Adaptation gap,17.09401709
Adaptation gap,9.090909091
Adaptation gap,31.25
Adaptation gap,0
Adaptation gap,20
Adaptation gap,9.523809524
Adaptation gap,8.333333333
Adaptation gap,27.27272727
Adaptation gap,0
Adaptation gap,0.201857085
Adaptation gap,0
Adaptation gap,12.5
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,6.666666667
Adaptation gap,22.22222222
Adaptation gap,10
Adaptation gap,10
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,31.66666667
Adaptation gap,12.5
Adaptation gap,0
Adaptation gap,0
Adaptation gap,0
Adaptation gap,14.28571429
Adaptation gap,15.47619048
Adaptation gap,24.8505291
Adaptation gap,26.38888889
Adaptation gap,9.656084656
Adaptation gap,15.30934343
Adaptation gap,21.42857143
Adaptation gap,47.22222222
Adaptation gap,37.87878788
Adaptation gap,13.88888889
Adaptation gap,32.14285714
Adaptation gap,13.17460317
Adaptation gap,12.5
Adaptation gap,14.28571429
Adaptation gap,12.5
Adaptation gap,19.21182266
Adaptation gap,25
Adaptation gap,15.77380952
Adaptation gap,18.63636364
Adaptation gap,20.03367003
Adaptation gap,12.5
Adaptation gap,25
Adaptation gap,6.100217865
Adaptation gap,45.83333333
Adaptation gap,18.87755102
Adaptation gap,32.13975694
Adaptation gap,6.575963719
Adaptation gap,25
Adaptation gap,11.32429534
Adaptation gap,61.57407407
Adaptation gap,3.95256917
Adaptation gap,14.28571429
Adaptation gap,12.5
Adaptation gap,20.45454545
Adaptation gap,8.333333333
Adaptation gap,14.28571429
Adaptation gap,59.72222222
Adaptation gap,83.33333333
Adaptation gap,0
Adaptation gap,50
Adaptation gap,76.31578947
Adaptation gap,0
Adaptation gap,77.77777778
Adaptation gap,11.54401154
Adaptation gap,66.66666667
Adaptation gap,61.11111111
Adaptation gap,16.66666667
Adaptation gap,77.77777778
Adaptation gap,0
Adaptation gap,86.71973188
Adaptation gap,0
Adaptation gap,13.33333333
Adaptation gap,0
Adaptation gap,6.060606061
Adaptation gap,2.976190476
Adaptation gap,0
Adaptation gap,44.11764706
Adaptation gap,50
Adaptation gap,18.75
Adaptation gap,0
Adaptation gap,25
Adaptation gap,60
Adaptation gap,75
Adaptation gap,87.5
Adaptation gap,0
Adaptation gap,16.66666667
Adaptation gap,21.82539683
Adaptation gap,33.33333333
Adaptation gap,37.71428571
Adaptation gap,1.627311344
Adaptation gap,29.09251243
Adaptation gap,24.45286195
Adaptation gap,10.31746032
Adaptation gap,37.00516351
Adaptation gap,24.36417749
Adaptation gap,29.91822992
Adaptation gap,32.60661694
Adaptation gap,25
Adaptation gap,20.47413793
Adaptation gap,5.882352941
Adaptation gap,16.19047619
Adaptation gap,47.85353535
Adaptation gap,11.82376565
Adaptation gap,28.42261905
Adaptation gap,48.61111111
Adaptation gap,0.721500722
Adaptation gap,42.38095238
Adaptation gap,53.91053391
Adaptation gap,43.25396825
Adaptation gap,37.03703704
Adaptation gap,16.66666667
Adaptation gap,40.55555556
Adaptation gap,31.27394636
Adaptation gap,32.26150393
Adaptation gap,29.164247
Adaptation gap,9.523809524
Adaptation gap,14.65941466
Adaptation gap,14.38993106
Adaptation gap,53.66300366
Adaptation gap,8.333333333
Adaptation gap,8.333333333
Adaptation gap,14.84593838
Adaptation gap,17.64705882
Adaptation gap,21.95767196
Adaptation gap,17.43589744
Adaptation gap,6.666666667
Adaptation gap,20
Adaptation gap,46.38888889
Adaptation gap,37.5
Adaptation gap,8.333333333
Adaptation gap,43.33333333
Adaptation gap,22
Adaptation gap,17.98941799
Adaptation gap,13.49206349
Adaptation gap,14.28571429
Adaptation gap,16.77777778
Adaptation gap,7.679738562
Adaptation gap,6.049382716
Adaptation gap,10.30092593
Adaptation gap,5.555555556
Adaptation gap,7.142857143
Adaptation gap,6.442901235
Adaptation gap,52.38095238
Adaptation gap,14.28571429
Adaptation gap,11.13888889
Adaptation gap,21.05263158
Adaptation gap,63.29365079
Adaptation gap,2.884615385
Adaptation gap,27.83333333
Adaptation gap,41.48148148
Adaptation gap,73.91304348
Adaptation gap,5.430242272
Adaptation gap,0
Adaptation gap,0
Adaptation gap,78.26086957
Adaptation gap,29.55840456
Adaptation gap,14.28571429
Adaptation gap,9.523809524
Adaptation gap,0
Adaptation gap,0
Adaptation gap,42.78074866
Adaptation gap,45.45454545
Adaptation gap,64.1025641
Adaptation gap,0
Adaptation gap,21.42857143
Adaptation gap,32.51461988
Adaptation gap,5.555555556
Adaptation gap,58.33333333
Adaptation gap,51.2987013
Adaptation gap,6.133333333
Adaptation gap,8.333333333
Adaptation gap,33.33333333
Adaptation gap,12.5
Adaptation gap,12.5
Adaptation gap,63.21428571
Adaptation gap,13.4502924
Adaptation gap,49.70760234
Adaptation gap,58.24561404
Adaptation gap,42.28070175
Adaptation gap,54.67836257
Adaptation gap,35.64814815
Adaptation gap,41.66666667
Adaptation gap,57.14285714
Adaptation gap,53.33333333
Adaptation gap,52.77777778
Adaptation gap,66.66666667
Adaptation gap,64.47368421
Adaptation gap,30.70175439
Adaptation gap,29.62962963
Adaptation gap,39.39014202
Adaptation gap,53.65497076
Adaptation gap,40.267335
Adaptation gap,40.1754386
Adaptation gap,38.07017544
Adaptation gap,65.49707602
Adaptation gap,33.33333333
Adaptation gap,41.2037037
Adaptation gap,37.85612536
Adaptation gap,37.03703704
Adaptation gap,36.57407407
Adaptation gap,37.5
Adaptation gap,20.17094017
Adaptation gap,63.46153846
Adaptation gap,53.96825397
